downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-002430,MCH-014,2025-08-11,Material Shortage,2.51,30.16,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-002431,MCH-014,2024-08-26,Material Shortage,3.77,45.28,Night (10PM-6AM),False,Waiting for material delivery
DT-002432,MCH-014,2025-10-01,Material Shortage,1.82,21.84,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-002433,MCH-014,2025-05-20,Material Shortage,2.12,25.45,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-002434,MCH-014,2025-09-18,Quality Hold,0.89,10.67,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002435,MCH-014,2024-07-18,Quality Hold,0.87,10.42,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002436,MCH-014,2025-02-24,Quality Hold,1.06,12.77,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002437,MCH-014,2024-01-30,Quality Hold,1.08,12.94,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002438,MCH-014,2024-10-21,Quality Hold,1.09,13.1,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-002439,MCH-014,2024-08-21,Quality Hold,1.39,16.63,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002440,MCH-014,2024-01-15,Quality Hold,1.01,12.1,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002441,MCH-014,2024-10-01,Quality Hold,0.93,11.17,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002442,MCH-014,2024-10-31,Calibration,0.74,8.82,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002443,MCH-014,2025-06-19,Calibration,0.83,9.91,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002444,MCH-014,2025-12-18,Calibration,0.79,9.49,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002445,MCH-014,2025-09-12,Calibration,0.62,7.48,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002446,MCH-014,2024-12-06,Calibration,0.93,11.17,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002447,MCH-014,2025-02-17,Calibration,0.36,4.28,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002448,MCH-014,2024-06-13,Calibration,0.5,6.05,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002449,MCH-014,2024-06-24,Calibration,0.68,8.15,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002450,MCH-014,2024-05-20,Calibration,0.67,8.06,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002451,MCH-014,2024-05-08,Calibration,0.62,7.39,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002452,MCH-014,2024-02-09,Calibration,0.99,11.93,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002453,MCH-014,2024-01-01,Calibration,0.83,10.0,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002454,MCH-014,2024-04-15,Calibration,0.32,3.78,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002455,MCH-014,2024-02-29,Calibration,0.82,9.83,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002456,MCH-014,2025-06-02,Calibration,0.25,3.02,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002457,MCH-014,2024-07-30,Calibration,1.02,12.26,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002458,MCH-014,2024-01-09,Calibration,0.96,11.51,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002459,MCH-014,2025-12-23,Calibration,0.66,7.98,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002460,MCH-014,2024-12-27,Calibration,0.88,10.5,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002461,MCH-014,2024-03-13,Calibration,0.52,6.22,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002462,MCH-015,2025-11-25,Planned Maintenance,2.04,24.44,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002463,MCH-015,2024-07-16,Planned Maintenance,1.46,17.47,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002464,MCH-015,2025-07-22,Planned Maintenance,1.72,20.66,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002465,MCH-015,2024-12-31,Planned Maintenance,1.25,15.04,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002466,MCH-015,2024-01-31,Planned Maintenance,1.85,22.18,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002467,MCH-015,2025-08-28,Planned Maintenance,1.36,16.3,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002468,MCH-015,2025-12-15,Planned Maintenance,1.9,22.85,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002469,MCH-015,2024-12-04,Planned Maintenance,1.96,23.52,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002470,MCH-015,2025-10-10,Planned Maintenance,0.72,8.65,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002471,MCH-015,2024-06-24,Planned Maintenance,1.97,23.69,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002472,MCH-015,2025-10-23,Planned Maintenance,0.99,11.84,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002473,MCH-015,2025-08-14,Planned Maintenance,1.7,20.41,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002474,MCH-015,2025-07-11,Planned Maintenance,1.53,18.31,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002475,MCH-015,2025-09-03,Planned Maintenance,2.24,26.88,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002476,MCH-015,2025-02-17,Planned Maintenance,0.86,10.33,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002477,MCH-015,2025-01-17,Planned Maintenance,2.61,31.33,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002478,MCH-015,2024-11-25,Planned Maintenance,1.74,20.92,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002479,MCH-015,2024-10-29,Planned Maintenance,1.88,22.6,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002480,MCH-015,2025-01-31,Planned Maintenance,1.3,15.54,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002481,MCH-015,2025-06-04,Planned Maintenance,1.99,23.86,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002482,MCH-015,2025-02-14,Planned Maintenance,0.93,11.17,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002483,MCH-015,2025-11-03,Planned Maintenance,1.84,22.09,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002484,MCH-015,2025-05-19,Planned Maintenance,1.98,23.77,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002485,MCH-015,2024-04-05,Planned Maintenance,1.21,14.53,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002486,MCH-015,2024-09-06,Planned Maintenance,1.88,22.51,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002487,MCH-015,2025-11-27,Planned Maintenance,1.7,20.41,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002488,MCH-015,2025-12-24,Planned Maintenance,1.64,19.66,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002489,MCH-015,2025-07-16,Planned Maintenance,1.88,22.51,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002490,MCH-015,2024-02-01,Planned Maintenance,1.45,17.39,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002491,MCH-015,2024-02-29,Planned Maintenance,1.13,13.61,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002492,MCH-015,2025-08-26,Planned Maintenance,1.89,22.68,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002493,MCH-015,2025-04-21,Unplanned Breakdown,2.5,229.0,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002494,MCH-015,2024-12-05,Unplanned Breakdown,1.02,299.04,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002495,MCH-015,2025-07-17,Unplanned Breakdown,2.72,229.98,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002496,MCH-015,2024-12-13,Unplanned Breakdown,2.67,329.36,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002497,MCH-015,2025-12-26,Unplanned Breakdown,2.09,281.51,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002498,MCH-015,2024-10-23,Unplanned Breakdown,2.15,352.66,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002499,MCH-015,2025-12-01,Unplanned Breakdown,2.99,309.44,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002500,MCH-015,2025-01-22,Unplanned Breakdown,2.17,158.61,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002501,MCH-015,2025-11-20,Unplanned Breakdown,1.9,114.32,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002502,MCH-015,2024-10-31,Unplanned Breakdown,1.58,306.94,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002503,MCH-015,2024-09-11,Unplanned Breakdown,2.43,317.02,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002504,MCH-015,2024-09-30,Unplanned Breakdown,2.8,336.66,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002505,MCH-015,2025-12-03,Unplanned Breakdown,0.68,152.0,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002506,MCH-015,2025-09-25,Unplanned Breakdown,2.72,312.4,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002507,MCH-015,2025-02-19,Unplanned Breakdown,0.9,90.8,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002508,MCH-015,2025-07-09,Unplanned Breakdown,1.47,129.0,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002509,MCH-015,2024-11-25,Tooling Change,0.61,7.31,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002510,MCH-015,2025-03-04,Tooling Change,0.41,4.87,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002511,MCH-015,2025-04-24,Tooling Change,0.32,3.86,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002512,MCH-015,2025-07-18,Tooling Change,0.55,6.55,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002513,MCH-015,2024-01-30,Tooling Change,0.23,2.77,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002514,MCH-015,2025-10-10,Tooling Change,0.24,2.86,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002515,MCH-015,2024-06-17,Tooling Change,0.46,5.54,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002516,MCH-015,2025-10-27,Tooling Change,0.38,4.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002517,MCH-015,2025-11-21,Tooling Change,0.43,5.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002518,MCH-015,2025-02-18,Tooling Change,0.36,4.28,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002519,MCH-015,2024-08-06,Tooling Change,0.37,4.45,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002520,MCH-015,2025-01-03,Tooling Change,0.24,2.86,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002521,MCH-015,2025-08-06,Tooling Change,0.34,4.03,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002522,MCH-015,2025-02-04,Tooling Change,0.57,6.89,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002523,MCH-015,2025-02-03,Tooling Change,0.35,4.2,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002524,MCH-015,2025-07-15,Tooling Change,0.39,4.7,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002525,MCH-015,2025-04-22,Tooling Change,0.38,4.62,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002526,MCH-015,2024-09-13,Tooling Change,0.49,5.88,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002527,MCH-015,2025-08-07,Tooling Change,0.29,3.53,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002528,MCH-015,2025-07-04,Tooling Change,0.24,2.86,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002529,MCH-015,2024-12-23,Tooling Change,0.39,4.7,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002530,MCH-015,2025-03-06,Tooling Change,0.27,3.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002531,MCH-015,2024-07-11,Tooling Change,0.39,4.7,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002532,MCH-015,2025-11-05,Tooling Change,0.25,3.02,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002533,MCH-015,2025-01-15,Tooling Change,0.31,3.7,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002534,MCH-015,2024-04-03,Tooling Change,0.36,4.28,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002535,MCH-015,2024-02-29,Tooling Change,0.3,3.61,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002536,MCH-015,2024-07-04,Tooling Change,0.4,4.79,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002537,MCH-015,2025-08-12,Tooling Change,0.36,4.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002538,MCH-015,2024-06-26,Tooling Change,0.39,4.7,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002539,MCH-015,2024-05-07,Tooling Change,0.31,3.7,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002540,MCH-015,2025-06-30,Tooling Change,0.42,5.04,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002541,MCH-015,2025-12-22,Tooling Change,0.4,4.79,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002542,MCH-015,2024-06-26,Tooling Change,0.22,2.69,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002543,MCH-015,2025-12-10,Tooling Change,0.52,6.22,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002544,MCH-015,2025-09-03,Tooling Change,0.41,4.96,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002545,MCH-015,2024-11-01,Tooling Change,0.36,4.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002546,MCH-015,2025-06-04,Tooling Change,0.34,4.12,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002547,MCH-015,2025-06-02,Tooling Change,0.41,4.87,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002548,MCH-015,2025-02-28,Tooling Change,0.18,2.1,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002549,MCH-015,2025-11-19,Tooling Change,0.32,3.78,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002550,MCH-015,2025-07-10,Tooling Change,0.44,5.29,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002551,MCH-015,2024-07-31,Tooling Change,0.32,3.78,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002552,MCH-015,2025-04-23,Tooling Change,0.29,3.44,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002553,MCH-015,2024-10-23,Tooling Change,0.24,2.86,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002554,MCH-015,2024-06-27,Tooling Change,0.43,5.21,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002555,MCH-015,2025-03-28,Tooling Change,0.47,5.63,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002556,MCH-015,2024-02-05,Tooling Change,0.25,3.02,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002557,MCH-015,2024-08-20,Tooling Change,0.43,5.12,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002558,MCH-015,2025-12-08,Tooling Change,0.18,2.1,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002559,MCH-015,2025-02-07,Tooling Change,0.42,5.04,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002560,MCH-015,2025-07-24,Tooling Change,0.29,3.44,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002561,MCH-015,2024-09-19,Tooling Change,0.48,5.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002562,MCH-015,2025-11-24,Tooling Change,0.5,5.96,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002563,MCH-015,2024-06-06,Tooling Change,0.34,4.03,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002564,MCH-015,2025-04-29,Tooling Change,0.18,2.1,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002565,MCH-015,2024-06-12,Tooling Change,0.34,4.12,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002566,MCH-015,2024-04-22,Tooling Change,0.32,3.78,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002567,MCH-015,2024-08-15,Tooling Change,0.54,6.47,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002568,MCH-015,2024-08-01,Tooling Change,0.29,3.53,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002569,MCH-015,2025-07-04,Tooling Change,0.32,3.86,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002570,MCH-015,2024-12-24,Tooling Change,0.53,6.38,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002571,MCH-015,2024-08-09,Tooling Change,0.25,3.02,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002572,MCH-015,2025-10-13,Tooling Change,0.19,2.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002573,MCH-015,2024-08-15,Tooling Change,0.36,4.28,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002574,MCH-015,2024-04-12,Tooling Change,0.22,2.69,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002575,MCH-015,2025-06-20,Tooling Change,0.4,4.79,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002576,MCH-015,2025-07-21,Tooling Change,0.39,4.7,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002577,MCH-015,2024-01-03,Tooling Change,0.35,4.2,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002578,MCH-015,2025-02-05,Tooling Change,0.36,4.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002579,MCH-015,2025-11-28,Tooling Change,0.27,3.19,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002580,MCH-015,2025-03-12,Tooling Change,0.48,5.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002581,MCH-015,2025-09-15,Tooling Change,0.3,3.61,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002582,MCH-015,2025-04-17,Tooling Change,0.34,4.03,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002583,MCH-015,2024-12-26,Tooling Change,0.53,6.38,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002584,MCH-015,2024-03-27,Tooling Change,0.57,6.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002585,MCH-015,2024-08-22,Tooling Change,0.45,5.46,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002586,MCH-015,2025-11-26,Tooling Change,0.37,4.45,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002587,MCH-015,2025-07-04,Tooling Change,0.65,7.81,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002588,MCH-015,2025-08-13,Tooling Change,0.44,5.29,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002589,MCH-015,2024-10-16,Tooling Change,0.3,3.61,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002590,MCH-015,2025-03-03,Tooling Change,0.32,3.78,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002591,MCH-015,2024-04-09,Tooling Change,0.38,4.62,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002592,MCH-015,2025-08-18,Tooling Change,0.32,3.86,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002593,MCH-015,2024-09-30,Tooling Change,0.38,4.62,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002594,MCH-015,2025-03-21,Tooling Change,0.29,3.53,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002595,MCH-015,2025-07-23,Tooling Change,0.38,4.54,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002596,MCH-015,2024-03-13,Tooling Change,0.31,3.7,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002597,MCH-015,2025-08-12,Tooling Change,0.29,3.53,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002598,MCH-015,2025-07-02,Tooling Change,0.31,3.7,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002599,MCH-015,2024-10-31,Tooling Change,0.19,2.27,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002600,MCH-015,2024-01-02,Tooling Change,0.32,3.86,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002601,MCH-015,2025-08-26,Tooling Change,0.49,5.88,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002602,MCH-015,2024-11-27,Tooling Change,0.4,4.79,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002603,MCH-015,2024-09-06,Material Shortage,3.34,40.07,Night (10PM-6AM),False,Waiting for material delivery
DT-002604,MCH-015,2024-02-15,Material Shortage,0.8,9.58,Night (10PM-6AM),False,Waiting for material delivery
DT-002605,MCH-015,2024-08-20,Material Shortage,4.16,49.9,Morning (6AM-2PM),False,Waiting for material delivery
DT-002606,MCH-015,2024-06-05,Material Shortage,3.03,36.37,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-002607,MCH-015,2024-05-03,Material Shortage,3.49,41.92,Morning (6AM-2PM),False,Waiting for material delivery
DT-002608,MCH-015,2024-06-10,Material Shortage,2.65,31.75,Morning (6AM-2PM),False,Waiting for material delivery
DT-002609,MCH-015,2024-09-25,Quality Hold,1.29,15.46,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002610,MCH-015,2024-01-31,Quality Hold,1.1,13.19,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002611,MCH-015,2024-05-06,Quality Hold,0.36,4.37,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002612,MCH-015,2024-08-26,Quality Hold,1.26,15.12,Night (10PM-6AM),False,Production paused pending quality investigation
DT-002613,MCH-015,2025-02-21,Quality Hold,1.11,13.36,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-002614,MCH-015,2024-03-05,Calibration,0.64,7.73,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002615,MCH-015,2025-04-04,Calibration,0.64,7.73,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002616,MCH-015,2024-07-18,Calibration,0.45,5.46,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002617,MCH-015,2025-01-21,Calibration,0.47,5.63,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002618,MCH-015,2025-12-17,Calibration,0.79,9.49,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002619,MCH-015,2024-05-30,Calibration,0.43,5.12,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002620,MCH-015,2024-11-18,Calibration,0.95,11.42,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002621,MCH-015,2024-05-08,Calibration,0.88,10.5,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-002622,MCH-015,2025-05-27,Calibration,0.6,7.22,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002623,MCH-015,2024-12-12,Calibration,0.94,11.26,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-002624,MCH-015,2024-03-18,Calibration,0.6,7.14,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-002625,MCH-016,2025-03-12,Planned Maintenance,1.32,15.88,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002626,MCH-016,2024-07-17,Planned Maintenance,1.94,23.27,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002627,MCH-016,2025-09-02,Planned Maintenance,2.06,24.78,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002628,MCH-016,2025-06-10,Planned Maintenance,1.12,13.44,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002629,MCH-016,2025-06-23,Planned Maintenance,1.24,14.87,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002630,MCH-016,2024-09-30,Planned Maintenance,1.54,18.48,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002631,MCH-016,2025-06-02,Planned Maintenance,1.54,18.48,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002632,MCH-016,2024-08-22,Planned Maintenance,1.36,16.38,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002633,MCH-016,2024-08-30,Planned Maintenance,1.37,16.46,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002634,MCH-016,2025-06-11,Planned Maintenance,1.99,23.86,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002635,MCH-016,2024-09-04,Planned Maintenance,1.54,18.48,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002636,MCH-016,2024-08-26,Planned Maintenance,2.3,27.64,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002637,MCH-016,2025-06-09,Planned Maintenance,1.3,15.54,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002638,MCH-016,2025-07-18,Planned Maintenance,1.7,20.41,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002639,MCH-016,2025-05-12,Planned Maintenance,1.36,16.3,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002640,MCH-016,2024-02-09,Planned Maintenance,1.17,14.03,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002641,MCH-016,2024-08-29,Planned Maintenance,1.07,12.85,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002642,MCH-016,2025-12-03,Planned Maintenance,1.53,18.31,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002643,MCH-016,2024-05-29,Planned Maintenance,0.94,11.34,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002644,MCH-016,2024-06-13,Planned Maintenance,1.82,21.84,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002645,MCH-016,2025-02-21,Planned Maintenance,2.01,24.11,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002646,MCH-016,2024-08-15,Planned Maintenance,1.73,20.75,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002647,MCH-016,2025-01-09,Planned Maintenance,2.04,24.53,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002648,MCH-016,2025-05-15,Planned Maintenance,1.05,12.6,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-002649,MCH-016,2025-12-18,Planned Maintenance,1.25,14.95,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002650,MCH-016,2024-11-22,Planned Maintenance,2.06,24.7,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002651,MCH-016,2024-05-08,Planned Maintenance,1.05,12.6,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002652,MCH-016,2025-07-04,Planned Maintenance,1.36,16.3,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002653,MCH-016,2024-12-30,Planned Maintenance,1.29,15.46,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-002654,MCH-016,2025-03-06,Planned Maintenance,1.37,16.46,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-002655,MCH-016,2024-09-16,Unplanned Breakdown,1.84,171.37,Night (10PM-6AM),False,Emergency repair required - jobs delayed
