job_order_id,product_id,product_name,customer_id,order_date,due_date,priority,quantity,status
JOB-01846,PRD-001,Hydraulic Valve Body,CUS-002,2024-02-12,2024-02-26,Standard,2,Completed
JOB-01847,PRD-003,Pump Housing,CUS-006,2024-10-04,2024-10-18,Standard,14,Completed
JOB-01848,PRD-001,Hydraulic Valve Body,CUS-004,2024-10-10,2024-10-13,Critical,14,Completed
JOB-01849,PRD-005,Control Panel Frame,CUS-003,2025-01-09,2025-01-23,Standard,14,Completed
JOB-01850,PRD-006,Bearing Cap,CUS-003,2024-12-17,2024-12-24,Rush,70,Completed
JOB-01851,PRD-004,Motor Shaft,CUS-002,2025-01-09,2025-01-23,Standard,7,Completed
JOB-01852,PRD-001,Hydraulic Valve Body,CUS-007,2024-07-15,2024-07-22,Rush,7,Completed
JOB-01853,PRD-002,Gear Assembly,CUS-005,2024-10-28,2024-11-11,Rush,7,Completed
JOB-01854,PRD-008,Sensor Bracket,CUS-003,2025-06-17,2025-07-01,Standard,7,Completed
JOB-01855,PRD-007,Manifold Block,CUS-002,2024-04-02,2024-04-05,Critical,2,Completed
JOB-01856,PRD-003,Pump Housing,CUS-004,2024-07-04,2024-07-07,Critical,1,Completed
JOB-01857,PRD-004,Motor Shaft,CUS-006,2025-06-19,2025-07-03,Standard,7,Completed
JOB-01858,PRD-007,Manifold Block,CUS-001,2024-12-16,2024-12-19,Critical,14,Completed
JOB-01859,PRD-004,Motor Shaft,CUS-003,2025-02-25,2025-03-04,Rush,1,Completed
JOB-01860,PRD-006,Bearing Cap,CUS-003,2025-02-04,2025-02-18,Rush,7,Completed
JOB-01861,PRD-008,Sensor Bracket,CUS-008,2024-04-25,2024-05-09,Standard,14,Completed
JOB-01862,PRD-002,Gear Assembly,CUS-006,2025-07-09,2025-07-23,Standard,14,Completed
JOB-01863,PRD-008,Sensor Bracket,CUS-006,2024-09-12,2024-09-26,Standard,28,Completed
JOB-01864,PRD-006,Bearing Cap,CUS-008,2025-11-21,2025-12-05,Standard,28,Completed
JOB-01865,PRD-008,Sensor Bracket,CUS-001,2025-07-28,2025-08-11,Standard,14,Completed
JOB-01866,PRD-004,Motor Shaft,CUS-008,2024-10-16,2024-10-30,Standard,2,Completed
JOB-01867,PRD-004,Motor Shaft,CUS-007,2025-03-13,2025-03-27,Standard,7,Completed
JOB-01868,PRD-007,Manifold Block,CUS-005,2025-06-19,2025-06-26,Rush,14,Completed
JOB-01869,PRD-002,Gear Assembly,CUS-005,2024-04-30,2024-05-14,Standard,2,Completed
JOB-01870,PRD-008,Sensor Bracket,CUS-001,2024-11-25,2024-12-09,Rush,1,Completed
JOB-01871,PRD-008,Sensor Bracket,CUS-007,2025-04-25,2025-05-09,Standard,2,Completed
JOB-01872,PRD-008,Sensor Bracket,CUS-006,2025-08-07,2025-08-21,Rush,7,Completed
JOB-01873,PRD-008,Sensor Bracket,CUS-001,2025-07-01,2025-07-15,Rush,7,Completed
JOB-01874,PRD-003,Pump Housing,CUS-002,2025-01-14,2025-01-28,Standard,2,Completed
JOB-01875,PRD-006,Bearing Cap,CUS-002,2025-02-25,2025-03-04,Rush,28,Completed
JOB-01876,PRD-005,Control Panel Frame,CUS-002,2024-05-20,2024-05-23,Critical,70,Completed
JOB-01877,PRD-002,Gear Assembly,CUS-006,2024-10-14,2024-10-28,Standard,2,Completed
JOB-01878,PRD-004,Motor Shaft,CUS-005,2024-12-24,2024-12-31,Rush,70,Completed
JOB-01879,PRD-005,Control Panel Frame,CUS-005,2024-07-16,2024-07-30,Rush,1,Completed
JOB-01880,PRD-001,Hydraulic Valve Body,CUS-006,2025-02-06,2025-02-13,Rush,70,Completed
JOB-01881,PRD-007,Manifold Block,CUS-008,2024-01-17,2024-01-20,Critical,70,Completed
JOB-01882,PRD-003,Pump Housing,CUS-004,2024-11-21,2024-11-24,Critical,1,Completed
JOB-01883,PRD-004,Motor Shaft,CUS-008,2025-10-31,2025-11-14,Rush,28,Completed
JOB-01884,PRD-006,Bearing Cap,CUS-004,2025-03-24,2025-03-31,Rush,70,Completed
JOB-01885,PRD-007,Manifold Block,CUS-004,2025-08-20,2025-08-27,Rush,70,Completed
JOB-01886,PRD-008,Sensor Bracket,CUS-006,2024-02-12,2024-02-26,Standard,70,Completed
JOB-01887,PRD-003,Pump Housing,CUS-005,2024-07-02,2024-07-09,Rush,14,Completed
JOB-01888,PRD-001,Hydraulic Valve Body,CUS-006,2025-05-22,2025-06-05,Standard,1,Completed
JOB-01889,PRD-004,Motor Shaft,CUS-005,2025-07-31,2025-08-14,Rush,28,Completed
JOB-01890,PRD-006,Bearing Cap,CUS-003,2024-02-14,2024-02-28,Standard,14,Completed
JOB-01891,PRD-003,Pump Housing,CUS-007,2025-04-17,2025-04-20,Critical,14,Completed
JOB-01892,PRD-007,Manifold Block,CUS-002,2025-07-14,2025-07-28,Standard,7,Completed
JOB-01893,PRD-007,Manifold Block,CUS-006,2024-06-04,2024-06-18,Standard,14,Completed
JOB-01894,PRD-008,Sensor Bracket,CUS-002,2025-03-11,2025-03-25,Standard,2,Completed
JOB-01895,PRD-003,Pump Housing,CUS-001,2024-09-10,2024-09-24,Standard,14,Completed
JOB-01896,PRD-008,Sensor Bracket,CUS-002,2024-10-10,2024-10-24,Standard,1,Completed
JOB-01897,PRD-007,Manifold Block,CUS-005,2024-11-28,2024-12-12,Standard,14,Completed
JOB-01898,PRD-002,Gear Assembly,CUS-001,2025-06-11,2025-06-25,Standard,28,Completed
JOB-01899,PRD-003,Pump Housing,CUS-007,2025-08-11,2025-08-25,Standard,7,Completed
JOB-01900,PRD-003,Pump Housing,CUS-007,2024-07-03,2024-07-06,Critical,14,Completed
JOB-01901,PRD-008,Sensor Bracket,CUS-004,2025-07-10,2025-07-24,Standard,7,Completed
JOB-01902,PRD-003,Pump Housing,CUS-007,2025-03-19,2025-03-22,Critical,70,Completed
JOB-01903,PRD-008,Sensor Bracket,CUS-004,2025-03-19,2025-04-02,Standard,14,Completed
JOB-01904,PRD-008,Sensor Bracket,CUS-003,2024-01-10,2024-01-24,Standard,7,Completed
JOB-01905,PRD-008,Sensor Bracket,CUS-004,2025-07-24,2025-08-07,Standard,2,Completed
JOB-01906,PRD-006,Bearing Cap,CUS-008,2025-12-03,2025-12-10,Rush,2,Completed
JOB-01907,PRD-008,Sensor Bracket,CUS-005,2024-05-09,2024-05-23,Rush,7,Completed
JOB-01908,PRD-008,Sensor Bracket,CUS-007,2025-02-28,2025-03-14,Standard,70,Completed
JOB-01909,PRD-003,Pump Housing,CUS-007,2024-09-12,2024-09-26,Standard,14,Completed
JOB-01910,PRD-008,Sensor Bracket,CUS-002,2024-09-18,2024-10-02,Rush,2,Completed
JOB-01911,PRD-007,Manifold Block,CUS-004,2024-03-01,2024-03-08,Rush,28,Completed
JOB-01912,PRD-003,Pump Housing,CUS-002,2025-02-20,2025-03-06,Standard,7,Completed
JOB-01913,PRD-004,Motor Shaft,CUS-002,2025-08-12,2025-08-15,Critical,28,Completed
JOB-01914,PRD-006,Bearing Cap,CUS-006,2024-05-29,2024-06-12,Rush,2,Completed
JOB-01915,PRD-007,Manifold Block,CUS-004,2024-12-26,2025-01-09,Standard,14,Completed
JOB-01916,PRD-001,Hydraulic Valve Body,CUS-008,2024-04-12,2024-04-26,Standard,70,Completed
JOB-01917,PRD-007,Manifold Block,CUS-004,2025-07-24,2025-08-07,Standard,7,Completed
JOB-01918,PRD-007,Manifold Block,CUS-002,2024-12-24,2025-01-07,Standard,14,Completed
JOB-01919,PRD-003,Pump Housing,CUS-008,2025-10-27,2025-11-10,Standard,70,Completed
JOB-01920,PRD-008,Sensor Bracket,CUS-008,2024-12-12,2024-12-26,Standard,2,Completed
JOB-01921,PRD-003,Pump Housing,CUS-003,2025-02-03,2025-02-17,Standard,1,Completed
JOB-01922,PRD-003,Pump Housing,CUS-003,2024-05-22,2024-05-25,Critical,14,Completed
JOB-01923,PRD-005,Control Panel Frame,CUS-003,2025-07-14,2025-07-28,Standard,7,Completed
JOB-01924,PRD-002,Gear Assembly,CUS-005,2024-01-16,2024-01-30,Standard,1,Completed
JOB-01925,PRD-003,Pump Housing,CUS-004,2024-09-11,2024-09-25,Standard,7,Completed
JOB-01926,PRD-001,Hydraulic Valve Body,CUS-008,2024-11-05,2024-11-08,Critical,28,Completed
JOB-01927,PRD-001,Hydraulic Valve Body,CUS-007,2024-05-27,2024-06-03,Rush,7,Completed
JOB-01928,PRD-005,Control Panel Frame,CUS-001,2024-01-05,2024-01-19,Rush,7,Completed
JOB-01929,PRD-007,Manifold Block,CUS-006,2024-12-23,2024-12-30,Rush,28,Completed
JOB-01930,PRD-004,Motor Shaft,CUS-007,2024-01-23,2024-02-06,Rush,14,Completed
JOB-01931,PRD-001,Hydraulic Valve Body,CUS-004,2025-04-28,2025-05-01,Critical,28,Completed
JOB-01932,PRD-002,Gear Assembly,CUS-003,2024-05-16,2024-05-30,Standard,7,Completed
JOB-01933,PRD-003,Pump Housing,CUS-006,2024-06-03,2024-06-17,Standard,70,Completed
JOB-01934,PRD-006,Bearing Cap,CUS-004,2024-09-27,2024-10-11,Standard,14,Completed
JOB-01935,PRD-007,Manifold Block,CUS-004,2024-06-20,2024-06-23,Critical,2,Completed
JOB-01936,PRD-004,Motor Shaft,CUS-003,2025-04-08,2025-04-22,Standard,28,Completed
JOB-01937,PRD-001,Hydraulic Valve Body,CUS-001,2025-03-27,2025-04-10,Standard,7,Completed
JOB-01938,PRD-007,Manifold Block,CUS-002,2024-11-11,2024-11-25,Rush,2,Completed
JOB-01939,PRD-005,Control Panel Frame,CUS-001,2025-06-11,2025-06-18,Rush,2,Completed
JOB-01940,PRD-002,Gear Assembly,CUS-005,2025-08-11,2025-08-18,Rush,14,Completed
JOB-01941,PRD-008,Sensor Bracket,CUS-003,2024-05-24,2024-05-27,Critical,1,Completed
JOB-01942,PRD-005,Control Panel Frame,CUS-007,2025-04-09,2025-04-12,Critical,7,Completed
JOB-01943,PRD-003,Pump Housing,CUS-008,2025-03-31,2025-04-14,Standard,2,Completed
JOB-01944,PRD-002,Gear Assembly,CUS-007,2025-10-03,2025-10-17,Standard,7,Completed
JOB-01945,PRD-004,Motor Shaft,CUS-004,2024-01-18,2024-02-01,Rush,7,Completed
JOB-01946,PRD-001,Hydraulic Valve Body,CUS-005,2024-06-26,2024-07-03,Rush,14,Completed
JOB-01947,PRD-004,Motor Shaft,CUS-002,2024-12-13,2024-12-20,Rush,7,Completed
JOB-01948,PRD-001,Hydraulic Valve Body,CUS-005,2025-12-15,2025-12-29,Standard,1,Completed
JOB-01949,PRD-004,Motor Shaft,CUS-001,2024-10-18,2024-11-01,Rush,14,Completed
JOB-01950,PRD-004,Motor Shaft,CUS-006,2025-09-26,2025-09-29,Critical,7,Completed
JOB-01951,PRD-003,Pump Housing,CUS-007,2024-02-26,2024-03-11,Rush,14,Completed
JOB-01952,PRD-005,Control Panel Frame,CUS-006,2024-11-22,2024-11-29,Rush,2,Completed
JOB-01953,PRD-006,Bearing Cap,CUS-004,2024-03-18,2024-04-01,Standard,1,Completed
JOB-01954,PRD-004,Motor Shaft,CUS-006,2025-06-30,2025-07-14,Rush,2,Completed
JOB-01955,PRD-003,Pump Housing,CUS-002,2024-01-09,2024-01-23,Standard,7,Completed
JOB-01956,PRD-008,Sensor Bracket,CUS-001,2024-10-02,2024-10-16,Rush,7,Completed
JOB-01957,PRD-003,Pump Housing,CUS-002,2024-06-27,2024-06-30,Critical,28,Completed
JOB-01958,PRD-003,Pump Housing,CUS-004,2024-10-18,2024-10-25,Rush,7,Completed
JOB-01959,PRD-002,Gear Assembly,CUS-005,2025-10-30,2025-11-13,Standard,14,Completed
JOB-01960,PRD-003,Pump Housing,CUS-007,2024-12-16,2024-12-23,Rush,14,Completed
JOB-01961,PRD-003,Pump Housing,CUS-005,2025-03-10,2025-03-17,Rush,1,Completed
JOB-01962,PRD-008,Sensor Bracket,CUS-005,2024-10-15,2024-10-18,Critical,14,Completed
JOB-01963,PRD-008,Sensor Bracket,CUS-007,2025-05-29,2025-06-12,Rush,7,Completed
JOB-01964,PRD-007,Manifold Block,CUS-007,2025-09-23,2025-10-07,Standard,7,Completed
JOB-01965,PRD-007,Manifold Block,CUS-001,2025-11-20,2025-11-27,Rush,2,Completed
JOB-01966,PRD-007,Manifold Block,CUS-005,2024-04-29,2024-05-13,Standard,28,Completed
JOB-01967,PRD-003,Pump Housing,CUS-005,2024-09-06,2024-09-13,Rush,70,Completed
JOB-01968,PRD-007,Manifold Block,CUS-005,2025-10-10,2025-10-24,Rush,1,Completed
JOB-01969,PRD-007,Manifold Block,CUS-002,2025-11-19,2025-11-26,Rush,14,Completed
JOB-01970,PRD-006,Bearing Cap,CUS-004,2025-11-03,2025-11-17,Standard,28,Completed
JOB-01971,PRD-003,Pump Housing,CUS-001,2024-01-05,2024-01-08,Critical,7,Completed
JOB-01972,PRD-006,Bearing Cap,CUS-007,2025-08-18,2025-09-01,Standard,28,Completed
JOB-01973,PRD-006,Bearing Cap,CUS-002,2025-03-17,2025-03-31,Standard,14,Completed
JOB-01974,PRD-007,Manifold Block,CUS-007,2024-06-26,2024-06-29,Critical,70,Completed
JOB-01975,PRD-003,Pump Housing,CUS-005,2025-09-16,2025-09-30,Standard,70,Completed
JOB-01976,PRD-006,Bearing Cap,CUS-006,2025-12-01,2025-12-15,Standard,1,Completed
JOB-01977,PRD-001,Hydraulic Valve Body,CUS-004,2025-08-29,2025-09-05,Rush,7,Completed
JOB-01978,PRD-004,Motor Shaft,CUS-001,2025-06-02,2025-06-16,Rush,14,Completed
JOB-01979,PRD-003,Pump Housing,CUS-003,2025-10-14,2025-10-28,Rush,2,Completed
JOB-01980,PRD-005,Control Panel Frame,CUS-001,2024-08-19,2024-09-02,Standard,7,Completed
JOB-01981,PRD-002,Gear Assembly,CUS-007,2025-07-03,2025-07-10,Rush,70,Completed
JOB-01982,PRD-002,Gear Assembly,CUS-007,2024-09-26,2024-10-10,Standard,1,Completed
JOB-01983,PRD-003,Pump Housing,CUS-005,2024-12-26,2024-12-29,Critical,7,Completed
JOB-01984,PRD-007,Manifold Block,CUS-002,2025-08-12,2025-08-19,Rush,28,Completed
JOB-01985,PRD-002,Gear Assembly,CUS-003,2025-05-07,2025-05-21,Standard,7,Completed
JOB-01986,PRD-005,Control Panel Frame,CUS-005,2025-07-23,2025-07-30,Rush,7,Completed
JOB-01987,PRD-001,Hydraulic Valve Body,CUS-001,2025-12-04,2025-12-07,Critical,70,Completed
JOB-01988,PRD-002,Gear Assembly,CUS-007,2025-08-20,2025-09-03,Standard,7,Completed
JOB-01989,PRD-005,Control Panel Frame,CUS-003,2024-08-30,2024-09-06,Rush,2,Completed
JOB-01990,PRD-006,Bearing Cap,CUS-004,2024-07-10,2024-07-24,Standard,1,Completed
JOB-01991,PRD-008,Sensor Bracket,CUS-008,2024-06-05,2024-06-19,Standard,70,Completed
JOB-01992,PRD-004,Motor Shaft,CUS-003,2024-03-25,2024-04-08,Standard,7,Completed
JOB-01993,PRD-004,Motor Shaft,CUS-008,2025-08-07,2025-08-21,Standard,14,Completed
JOB-01994,PRD-002,Gear Assembly,CUS-002,2024-08-26,2024-09-02,Rush,1,Completed
JOB-01995,PRD-005,Control Panel Frame,CUS-005,2024-06-26,2024-07-10,Standard,7,Completed
JOB-01996,PRD-002,Gear Assembly,CUS-008,2024-12-02,2024-12-16,Standard,70,Completed
JOB-01997,PRD-008,Sensor Bracket,CUS-001,2024-05-23,2024-06-06,Standard,14,Completed
JOB-01998,PRD-001,Hydraulic Valve Body,CUS-001,2024-01-10,2024-01-24,Standard,70,Completed
JOB-01999,PRD-002,Gear Assembly,CUS-007,2024-01-10,2024-01-24,Standard,7,Completed
JOB-02000,PRD-005,Control Panel Frame,CUS-006,2025-11-07,2025-11-10,Critical,14,Completed
JOB-02001,PRD-007,Manifold Block,CUS-006,2025-05-06,2025-05-20,Standard,28,Completed
JOB-02002,PRD-004,Motor Shaft,CUS-007,2025-07-24,2025-07-27,Critical,7,Completed
JOB-02003,PRD-001,Hydraulic Valve Body,CUS-002,2025-04-17,2025-04-20,Critical,7,Completed
JOB-02004,PRD-001,Hydraulic Valve Body,CUS-003,2025-07-29,2025-08-12,Standard,28,Completed
JOB-02005,PRD-001,Hydraulic Valve Body,CUS-004,2025-02-04,2025-02-11,Rush,7,Completed
JOB-02006,PRD-006,Bearing Cap,CUS-007,2025-11-11,2025-11-25,Standard,14,Completed
JOB-02007,PRD-004,Motor Shaft,CUS-001,2025-04-04,2025-04-18,Standard,70,Completed
JOB-02008,PRD-006,Bearing Cap,CUS-008,2025-04-10,2025-04-17,Rush,2,Completed
JOB-02009,PRD-004,Motor Shaft,CUS-002,2025-07-25,2025-08-08,Rush,7,Completed
JOB-02010,PRD-006,Bearing Cap,CUS-002,2025-11-12,2025-11-26,Rush,1,Completed
JOB-02011,PRD-007,Manifold Block,CUS-003,2024-10-04,2024-10-18,Standard,7,Completed
JOB-02012,PRD-001,Hydraulic Valve Body,CUS-005,2024-05-03,2024-05-17,Standard,2,Completed
JOB-02013,PRD-008,Sensor Bracket,CUS-002,2025-09-30,2025-10-14,Standard,14,Completed
JOB-02014,PRD-008,Sensor Bracket,CUS-004,2024-12-10,2024-12-24,Rush,2,Completed
JOB-02015,PRD-004,Motor Shaft,CUS-002,2024-05-07,2024-05-21,Standard,14,Completed
JOB-02016,PRD-007,Manifold Block,CUS-003,2024-02-09,2024-02-12,Critical,7,Completed
JOB-02017,PRD-006,Bearing Cap,CUS-004,2025-02-05,2025-02-12,Rush,7,Completed
JOB-02018,PRD-005,Control Panel Frame,CUS-003,2024-06-25,2024-07-02,Rush,7,Completed
JOB-02019,PRD-008,Sensor Bracket,CUS-004,2025-04-21,2025-05-05,Rush,14,Completed
JOB-02020,PRD-002,Gear Assembly,CUS-007,2025-06-24,2025-07-08,Standard,7,Completed
JOB-02021,PRD-007,Manifold Block,CUS-005,2024-11-14,2024-11-17,Critical,7,Completed
JOB-02022,PRD-002,Gear Assembly,CUS-002,2024-06-07,2024-06-21,Rush,28,Completed
JOB-02023,PRD-006,Bearing Cap,CUS-002,2024-09-25,2024-10-09,Rush,14,Completed
JOB-02024,PRD-006,Bearing Cap,CUS-007,2025-03-24,2025-04-07,Standard,2,Completed
JOB-02025,PRD-001,Hydraulic Valve Body,CUS-007,2024-09-27,2024-10-11,Standard,70,Completed
JOB-02026,PRD-007,Manifold Block,CUS-003,2025-06-05,2025-06-19,Standard,7,Completed
JOB-02027,PRD-004,Motor Shaft,CUS-008,2024-01-12,2024-01-26,Standard,1,Completed
JOB-02028,PRD-006,Bearing Cap,CUS-004,2025-02-27,2025-03-13,Standard,7,Completed
JOB-02029,PRD-008,Sensor Bracket,CUS-005,2024-07-29,2024-08-12,Standard,2,Completed
JOB-02030,PRD-003,Pump Housing,CUS-006,2024-02-19,2024-02-26,Rush,2,Completed
JOB-02031,PRD-005,Control Panel Frame,CUS-005,2024-06-25,2024-07-09,Standard,14,Completed
JOB-02032,PRD-008,Sensor Bracket,CUS-008,2024-11-04,2024-11-18,Standard,2,Completed
JOB-02033,PRD-005,Control Panel Frame,CUS-001,2025-06-23,2025-06-30,Rush,28,Completed
JOB-02034,PRD-006,Bearing Cap,CUS-004,2024-10-28,2024-11-11,Standard,70,Completed
JOB-02035,PRD-001,Hydraulic Valve Body,CUS-008,2024-09-12,2024-09-15,Critical,14,Completed
JOB-02036,PRD-007,Manifold Block,CUS-001,2024-08-15,2024-08-29,Standard,14,Completed
JOB-02037,PRD-007,Manifold Block,CUS-006,2025-11-07,2025-11-21,Standard,14,Completed
JOB-02038,PRD-007,Manifold Block,CUS-005,2025-02-07,2025-02-21,Standard,70,Completed
JOB-02039,PRD-004,Motor Shaft,CUS-002,2025-07-17,2025-07-24,Rush,7,Completed
JOB-02040,PRD-003,Pump Housing,CUS-005,2024-03-18,2024-04-01,Standard,2,Completed
JOB-02041,PRD-008,Sensor Bracket,CUS-008,2024-07-15,2024-07-29,Rush,14,Completed
JOB-02042,PRD-008,Sensor Bracket,CUS-004,2024-07-25,2024-08-08,Rush,14,Completed
JOB-02043,PRD-004,Motor Shaft,CUS-001,2024-10-07,2024-10-14,Rush,2,Completed
JOB-02044,PRD-006,Bearing Cap,CUS-003,2024-05-24,2024-06-07,Rush,14,Completed
JOB-02045,PRD-007,Manifold Block,CUS-003,2025-09-03,2025-09-06,Critical,1,Completed
JOB-02046,PRD-001,Hydraulic Valve Body,CUS-003,2025-11-10,2025-11-24,Standard,70,Completed
JOB-02047,PRD-001,Hydraulic Valve Body,CUS-007,2025-04-29,2025-05-13,Standard,7,Completed
JOB-02048,PRD-003,Pump Housing,CUS-004,2025-07-31,2025-08-07,Rush,1,Completed
JOB-02049,PRD-001,Hydraulic Valve Body,CUS-008,2025-07-22,2025-08-05,Standard,2,Completed
JOB-02050,PRD-005,Control Panel Frame,CUS-007,2024-09-03,2024-09-10,Rush,2,Completed
JOB-02051,PRD-002,Gear Assembly,CUS-005,2025-07-01,2025-07-08,Rush,7,Completed
JOB-02052,PRD-008,Sensor Bracket,CUS-002,2024-06-19,2024-07-03,Rush,1,Completed
JOB-02053,PRD-002,Gear Assembly,CUS-004,2025-12-30,2026-01-13,Rush,7,Completed
JOB-02054,PRD-001,Hydraulic Valve Body,CUS-005,2025-11-18,2025-12-02,Standard,2,Completed
JOB-02055,PRD-002,Gear Assembly,CUS-007,2024-09-16,2024-09-23,Rush,7,Completed
JOB-02056,PRD-008,Sensor Bracket,CUS-005,2025-09-12,2025-09-15,Critical,7,Completed
JOB-02057,PRD-003,Pump Housing,CUS-003,2024-04-01,2024-04-15,Standard,7,Completed
JOB-02058,PRD-007,Manifold Block,CUS-007,2024-01-29,2024-02-01,Critical,7,Completed
JOB-02059,PRD-008,Sensor Bracket,CUS-004,2024-06-26,2024-07-10,Rush,1,Completed
JOB-02060,PRD-002,Gear Assembly,CUS-001,2024-09-13,2024-09-27,Standard,1,Completed
JOB-02061,PRD-008,Sensor Bracket,CUS-001,2024-06-24,2024-07-01,Rush,2,Completed
JOB-02062,PRD-003,Pump Housing,CUS-002,2024-08-19,2024-08-26,Rush,28,Completed
JOB-02063,PRD-005,Control Panel Frame,CUS-002,2024-02-19,2024-02-22,Critical,70,Completed
JOB-02064,PRD-002,Gear Assembly,CUS-003,2025-06-04,2025-06-18,Standard,70,Completed
JOB-02065,PRD-007,Manifold Block,CUS-004,2024-01-01,2024-01-04,Critical,14,Completed
JOB-02066,PRD-005,Control Panel Frame,CUS-008,2025-02-24,2025-03-10,Standard,14,Completed
JOB-02067,PRD-003,Pump Housing,CUS-006,2025-03-24,2025-03-31,Rush,7,Completed
JOB-02068,PRD-004,Motor Shaft,CUS-004,2024-03-04,2024-03-11,Rush,28,Completed
JOB-02069,PRD-001,Hydraulic Valve Body,CUS-004,2025-03-04,2025-03-18,Rush,28,Completed
JOB-02070,PRD-003,Pump Housing,CUS-006,2024-11-05,2024-11-12,Rush,28,Completed
JOB-02071,PRD-005,Control Panel Frame,CUS-002,2025-08-27,2025-09-10,Standard,28,Completed
JOB-02072,PRD-005,Control Panel Frame,CUS-007,2024-08-21,2024-09-04,Rush,7,Completed
JOB-02073,PRD-008,Sensor Bracket,CUS-007,2024-12-30,2025-01-13,Standard,28,Completed
JOB-02074,PRD-003,Pump Housing,CUS-005,2024-04-10,2024-04-17,Rush,28,Completed
JOB-02075,PRD-004,Motor Shaft,CUS-007,2024-08-21,2024-08-28,Rush,7,Completed
JOB-02076,PRD-003,Pump Housing,CUS-007,2025-09-12,2025-09-26,Rush,70,Completed
JOB-02077,PRD-001,Hydraulic Valve Body,CUS-002,2024-12-19,2024-12-22,Critical,1,Completed
JOB-02078,PRD-005,Control Panel Frame,CUS-007,2024-06-05,2024-06-19,Rush,70,Completed
JOB-02079,PRD-002,Gear Assembly,CUS-006,2024-05-07,2024-05-21,Standard,28,Completed
JOB-02080,PRD-006,Bearing Cap,CUS-004,2024-07-26,2024-08-02,Rush,1,Completed
JOB-02081,PRD-005,Control Panel Frame,CUS-004,2025-06-24,2025-07-08,Rush,14,Completed
JOB-02082,PRD-007,Manifold Block,CUS-003,2024-06-25,2024-06-28,Critical,1,Completed
JOB-02083,PRD-005,Control Panel Frame,CUS-002,2025-12-02,2025-12-09,Rush,28,Completed
JOB-02084,PRD-006,Bearing Cap,CUS-005,2025-02-06,2025-02-20,Standard,28,Completed
JOB-02085,PRD-002,Gear Assembly,CUS-006,2024-08-30,2024-09-06,Rush,14,Completed
JOB-02086,PRD-007,Manifold Block,CUS-008,2025-07-30,2025-08-13,Standard,28,Completed
JOB-02087,PRD-003,Pump Housing,CUS-003,2024-08-09,2024-08-23,Rush,1,Completed
JOB-02088,PRD-003,Pump Housing,CUS-001,2025-01-16,2025-01-30,Standard,7,Completed
JOB-02089,PRD-006,Bearing Cap,CUS-007,2024-12-23,2025-01-06,Standard,7,Completed
JOB-02090,PRD-008,Sensor Bracket,CUS-008,2025-05-21,2025-06-04,Standard,1,Completed
JOB-02091,PRD-005,Control Panel Frame,CUS-004,2025-09-04,2025-09-18,Rush,7,Completed
JOB-02092,PRD-005,Control Panel Frame,CUS-005,2024-05-03,2024-05-10,Rush,7,Completed
JOB-02093,PRD-007,Manifold Block,CUS-002,2024-05-08,2024-05-15,Rush,7,Completed
JOB-02094,PRD-002,Gear Assembly,CUS-003,2024-05-13,2024-05-20,Rush,7,Completed
JOB-02095,PRD-001,Hydraulic Valve Body,CUS-008,2025-02-12,2025-02-26,Standard,28,Completed
JOB-02096,PRD-001,Hydraulic Valve Body,CUS-003,2025-08-29,2025-09-01,Critical,7,Completed
JOB-02097,PRD-008,Sensor Bracket,CUS-007,2024-06-26,2024-07-10,Standard,28,Completed
JOB-02098,PRD-001,Hydraulic Valve Body,CUS-007,2024-01-10,2024-01-17,Rush,7,Completed
JOB-02099,PRD-006,Bearing Cap,CUS-008,2024-02-29,2024-03-14,Standard,7,Completed
JOB-02100,PRD-003,Pump Housing,CUS-003,2024-11-18,2024-11-25,Rush,14,Completed
JOB-02101,PRD-002,Gear Assembly,CUS-006,2024-07-09,2024-07-23,Standard,7,Completed
JOB-02102,PRD-001,Hydraulic Valve Body,CUS-003,2025-06-26,2025-07-10,Standard,7,Completed
JOB-02103,PRD-006,Bearing Cap,CUS-004,2025-04-29,2025-05-02,Critical,14,Completed
JOB-02104,PRD-002,Gear Assembly,CUS-005,2025-11-21,2025-12-05,Standard,2,Completed
JOB-02105,PRD-005,Control Panel Frame,CUS-004,2025-07-17,2025-07-31,Rush,7,Completed
JOB-02106,PRD-005,Control Panel Frame,CUS-008,2024-02-20,2024-02-23,Critical,14,Completed
JOB-02107,PRD-008,Sensor Bracket,CUS-008,2024-01-09,2024-01-23,Standard,7,Completed
JOB-02108,PRD-006,Bearing Cap,CUS-001,2024-05-31,2024-06-14,Standard,28,Completed
JOB-02109,PRD-006,Bearing Cap,CUS-007,2024-09-23,2024-09-30,Rush,7,Completed
JOB-02110,PRD-006,Bearing Cap,CUS-008,2025-09-09,2025-09-23,Standard,70,Completed
JOB-02111,PRD-004,Motor Shaft,CUS-007,2024-08-07,2024-08-21,Rush,28,Completed
JOB-02112,PRD-002,Gear Assembly,CUS-003,2024-01-10,2024-01-13,Critical,70,Completed
JOB-02113,PRD-005,Control Panel Frame,CUS-006,2025-07-18,2025-08-01,Rush,28,Completed
JOB-02114,PRD-005,Control Panel Frame,CUS-005,2024-09-17,2024-10-01,Rush,2,Completed
JOB-02115,PRD-002,Gear Assembly,CUS-003,2025-09-19,2025-09-22,Critical,14,Completed
JOB-02116,PRD-003,Pump Housing,CUS-001,2025-09-12,2025-09-26,Rush,2,Completed
